CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Orgao_Administracao;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta;Nao_Aplicavel
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Efetivos;0;0;0;0;0;0;3;N
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Suplentes;0;1;0;0;0;0;1;N
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Diretoria;1;2;1;0;0;0;1;N
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Conselho de Administração - Efetivos;0;3;0;0;0;0;1;N
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Conselho Fiscal - Suplentes;0;0;0;0;0;0;3;N
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Diretoria;0;6;0;1;0;0;0;N
03.538.833/0001-07;2024-12-31;1;138027;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;3;N
03.538.833/0001-07;2024-12-31;1;138027;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
03.538.833/0001-07;2024-12-31;1;138027;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
03.538.833/0001-07;2024-12-31;1;138027;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
03.538.833/0001-07;2024-12-31;1;138027;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;Diretoria;0;0;0;0;0;0;4;N
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Conselho de Administração - Efetivos;0;4;0;3;0;0;1;N
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Conselho de Administração - Suplentes;0;4;0;0;0;0;0;N
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Conselho Fiscal - Efetivos;0;4;0;0;0;0;0;N
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Conselho Fiscal - Suplentes;0;0;0;1;0;0;0;N
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Diretoria;0;2;0;0;0;0;0;N
03.767.538/0001-14;2024-12-31;2;141800;BRAZILIAN SECURITIES CIA SECURITIZACAO;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
03.767.538/0001-14;2024-12-31;2;141800;BRAZILIAN SECURITIES CIA SECURITIZACAO;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
03.767.538/0001-14;2024-12-31;2;141800;BRAZILIAN SECURITIES CIA SECURITIZACAO;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
03.767.538/0001-14;2024-12-31;2;141800;BRAZILIAN SECURITIES CIA SECURITIZACAO;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
03.767.538/0001-14;2024-12-31;2;141800;BRAZILIAN SECURITIES CIA SECURITIZACAO;Diretoria;0;3;0;0;0;0;0;N
03.795.050/0001-09;2024-12-31;1;137713;TERMOPERNAMBUCO S.A.;Conselho de Administração - Efetivos;0;3;0;1;0;0;0;N
03.795.050/0001-09;2024-12-31;1;137713;TERMOPERNAMBUCO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
03.795.050/0001-09;2024-12-31;1;137713;TERMOPERNAMBUCO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
03.795.050/0001-09;2024-12-31;1;137713;TERMOPERNAMBUCO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
03.795.050/0001-09;2024-12-31;1;137713;TERMOPERNAMBUCO S.A.;Diretoria;0;4;0;0;0;0;0;N
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;Conselho de Administração - Efetivos;0;7;0;0;0;0;0;N
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;Diretoria;0;3;0;1;0;0;0;N
03.818.379/0001-30;2024-12-31;1;138688;SABER SERVIÇOS EDUCACIONAIS S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
03.818.379/0001-30;2024-12-31;1;138688;SABER SERVIÇOS EDUCACIONAIS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
03.818.379/0001-30;2024-12-31;1;138688;SABER SERVIÇOS EDUCACIONAIS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
03.818.379/0001-30;2024-12-31;1;138688;SABER SERVIÇOS EDUCACIONAIS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
03.818.379/0001-30;2024-12-31;1;138688;SABER SERVIÇOS EDUCACIONAIS S.A.;Diretoria;0;3;0;0;0;0;0;N
03.820.456/0001-96;2024-12-31;1;138437;BSB ENERGÉTICA S.A.;Conselho de Administração - Efetivos;0;3;0;1;0;0;0;N
03.820.456/0001-96;2024-12-31;1;138437;BSB ENERGÉTICA S.A.;Conselho de Administração - Suplentes;0;3;0;1;0;0;0;N
03.820.456/0001-96;2024-12-31;1;138437;BSB ENERGÉTICA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
03.820.456/0001-96;2024-12-31;1;138437;BSB ENERGÉTICA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
03.820.456/0001-96;2024-12-31;1;138437;BSB ENERGÉTICA S.A.;Diretoria;0;2;0;1;0;0;0;N
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;Conselho de Administração - Efetivos;1;3;0;0;0;0;4;N
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;Conselho Fiscal - Efetivos;0;5;0;0;0;0;0;N
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;Conselho Fiscal - Suplentes;0;5;0;0;0;0;0;N
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;Diretoria;0;2;0;0;0;0;0;N
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;Conselho de Administração - Efetivos;0;7;0;0;0;0;0;N
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;Diretoria;1;3;0;0;0;0;0;N
03.953.509/0001-47;2024-12-31;3;141760;CPFL GERACAO DE ENERGIA S.A.;Conselho de Administração - Efetivos;2;2;0;0;0;0;0;N
03.953.509/0001-47;2024-12-31;3;141760;CPFL GERACAO DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
03.953.509/0001-47;2024-12-31;3;141760;CPFL GERACAO DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
03.953.509/0001-47;2024-12-31;3;141760;CPFL GERACAO DE ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
03.953.509/0001-47;2024-12-31;3;141760;CPFL GERACAO DE ENERGIA S.A.;Diretoria;1;2;1;0;0;0;4;N
03.983.431/0001-03;2024-12-31;2;140468;EDP - ENERGIAS DO BRASIL S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
03.983.431/0001-03;2024-12-31;2;140468;EDP - ENERGIAS DO BRASIL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
03.983.431/0001-03;2024-12-31;2;140468;EDP - ENERGIAS DO BRASIL S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
03.983.431/0001-03;2024-12-31;2;140468;EDP - ENERGIAS DO BRASIL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
03.983.431/0001-03;2024-12-31;2;140468;EDP - ENERGIAS DO BRASIL S.A.;Diretoria;0;3;0;0;0;0;0;N
04.030.182/0001-02;2024-12-31;1;138590;CABINDA PARTICIPACOES S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
04.030.182/0001-02;2024-12-31;1;138590;CABINDA PARTICIPACOES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.030.182/0001-02;2024-12-31;1;138590;CABINDA PARTICIPACOES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.030.182/0001-02;2024-12-31;1;138590;CABINDA PARTICIPACOES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.030.182/0001-02;2024-12-31;1;138590;CABINDA PARTICIPACOES S.A.;Diretoria;1;1;0;0;0;0;0;N
04.031.213/0001-31;2024-12-31;1;138591;CACONDE PARTICIPACOES S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
04.031.213/0001-31;2024-12-31;1;138591;CACONDE PARTICIPACOES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.031.213/0001-31;2024-12-31;1;138591;CACONDE PARTICIPACOES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.031.213/0001-31;2024-12-31;1;138591;CACONDE PARTICIPACOES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.031.213/0001-31;2024-12-31;1;138591;CACONDE PARTICIPACOES S.A.;Diretoria;1;1;0;0;0;0;0;N
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Efetivos;0;0;0;0;0;0;5;N
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Efetivos;0;0;0;0;0;0;3;N
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Conselho Fiscal - Suplentes;0;0;0;0;0;0;3;N
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;Diretoria;0;0;0;0;0;0;2;N
04.038.763/0001-82;2024-12-31;1;138593;CAIANDA PARTICIPACOES S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
04.038.763/0001-82;2024-12-31;1;138593;CAIANDA PARTICIPACOES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.038.763/0001-82;2024-12-31;1;138593;CAIANDA PARTICIPACOES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.038.763/0001-82;2024-12-31;1;138593;CAIANDA PARTICIPACOES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.038.763/0001-82;2024-12-31;1;138593;CAIANDA PARTICIPACOES S.A.;Diretoria;1;1;0;0;0;0;0;N
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;Conselho de Administração - Efetivos;0;7;0;0;0;0;0;N
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;Diretoria;0;2;0;1;0;0;0;N
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;10;N
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;Diretoria;0;2;0;0;0;0;0;N
04.089.570/0001-50;2024-12-31;2;141637;ÁGUAS GUARIROBA S.A;Conselho de Administração - Efetivos;0;3;0;0;0;0;0;N
04.089.570/0001-50;2024-12-31;2;141637;ÁGUAS GUARIROBA S.A;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.089.570/0001-50;2024-12-31;2;141637;ÁGUAS GUARIROBA S.A;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.089.570/0001-50;2024-12-31;2;141637;ÁGUAS GUARIROBA S.A;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.089.570/0001-50;2024-12-31;2;141637;ÁGUAS GUARIROBA S.A;Diretoria;0;3;0;0;0;0;0;N
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Conselho de Administração - Efetivos;0;9;0;0;0;0;0;N
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Conselho de Administração - Suplentes;0;3;0;0;0;0;0;N
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Diretoria;0;5;0;0;0;0;0;N
04.172.213/0001-51;2024-12-31;3;141685;CIA PIRATININGA DE FORCA E LUZ;Conselho de Administração - Efetivos;0;2;0;0;0;0;1;N
04.172.213/0001-51;2024-12-31;3;141685;CIA PIRATININGA DE FORCA E LUZ;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.172.213/0001-51;2024-12-31;3;141685;CIA PIRATININGA DE FORCA E LUZ;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.172.213/0001-51;2024-12-31;3;141685;CIA PIRATININGA DE FORCA E LUZ;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.172.213/0001-51;2024-12-31;3;141685;CIA PIRATININGA DE FORCA E LUZ;Diretoria;0;4;0;1;0;0;4;N
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;Conselho de Administração - Efetivos;1;4;0;0;0;0;0;N
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;Diretoria;1;2;0;0;0;0;0;N
04.368.865/0001-66;2024-12-31;4;141664;LIGGA TELECOMUNICAÇÕES S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
04.368.865/0001-66;2024-12-31;4;141664;LIGGA TELECOMUNICAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.368.865/0001-66;2024-12-31;4;141664;LIGGA TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.368.865/0001-66;2024-12-31;4;141664;LIGGA TELECOMUNICAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.368.865/0001-66;2024-12-31;4;141664;LIGGA TELECOMUNICAÇÕES S.A.;Diretoria;0;5;0;0;0;0;0;N
04.368.898/0001-06;2024-12-31;7;142071;COPEL DISTRIBUIÇÃO S.A.;Conselho de Administração - Efetivos;0;4;0;0;0;0;0;N
04.368.898/0001-06;2024-12-31;7;142071;COPEL DISTRIBUIÇÃO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.368.898/0001-06;2024-12-31;7;142071;COPEL DISTRIBUIÇÃO S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
04.368.898/0001-06;2024-12-31;7;142071;COPEL DISTRIBUIÇÃO S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
04.368.898/0001-06;2024-12-31;7;142071;COPEL DISTRIBUIÇÃO S.A.;Diretoria;0;4;0;0;0;0;0;N
04.370.282/0001-70;2024-12-31;4;142072;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;4;N
04.370.282/0001-70;2024-12-31;4;142072;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.370.282/0001-70;2024-12-31;4;142072;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;3;N
04.370.282/0001-70;2024-12-31;4;142072;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;3;N
04.370.282/0001-70;2024-12-31;4;142072;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Diretoria;0;0;0;0;0;0;6;N
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;Conselho de Administração - Efetivos;0;0;0;0;0;0;7;N
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;Diretoria;0;0;0;0;0;0;3;N
04.739.720/0001-24;2024-12-31;1;139344;USINA TERMELÉTRICA PAMPA SUL S.A.;Conselho de Administração - Efetivos;0;4;0;0;0;0;0;N
04.739.720/0001-24;2024-12-31;1;139344;USINA TERMELÉTRICA PAMPA SUL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.739.720/0001-24;2024-12-31;1;139344;USINA TERMELÉTRICA PAMPA SUL S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.739.720/0001-24;2024-12-31;1;139344;USINA TERMELÉTRICA PAMPA SUL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.739.720/0001-24;2024-12-31;1;139344;USINA TERMELÉTRICA PAMPA SUL S.A.;Diretoria;0;4;0;0;0;0;0;N
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;Conselho de Administração - Efetivos;0;9;0;0;0;0;0;N
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;Conselho de Administração - Suplentes;0;7;0;0;0;0;0;N
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;Diretoria;0;3;0;1;0;0;0;N
04.821.041/0001-08;2024-12-31;2;139576;METALFRIO SOLUTIONS S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;6;0;N
04.821.041/0001-08;2024-12-31;2;139576;METALFRIO SOLUTIONS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.821.041/0001-08;2024-12-31;2;139576;METALFRIO SOLUTIONS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.821.041/0001-08;2024-12-31;2;139576;METALFRIO SOLUTIONS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.821.041/0001-08;2024-12-31;2;139576;METALFRIO SOLUTIONS S.A.;Diretoria;0;0;0;0;0;3;0;N
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho de Administração - Efetivos;0;0;0;0;0;0;5;N
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;5;N
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Conselho Fiscal - Suplentes;0;3;0;2;0;0;0;N
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;Diretoria;0;3;0;0;0;0;5;N
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;Conselho de Administração - Efetivos;0;5;0;1;0;0;0;N
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;Conselho Fiscal - Suplentes;0;4;0;0;0;0;0;N
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;Diretoria;0;5;0;1;0;0;0;N
04.912.242/0001-02;2024-12-31;1;137786;PORTUENSE FERRAGENS S/A;Conselho de Administração - Efetivos;1;2;0;0;0;0;0;N
04.912.242/0001-02;2024-12-31;1;137786;PORTUENSE FERRAGENS S/A;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.912.242/0001-02;2024-12-31;1;137786;PORTUENSE FERRAGENS S/A;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.912.242/0001-02;2024-12-31;1;137786;PORTUENSE FERRAGENS S/A;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.912.242/0001-02;2024-12-31;1;137786;PORTUENSE FERRAGENS S/A;Diretoria;0;5;0;0;0;0;0;N
04.913.711/0001-08;2024-12-31;3;141268;BCO ESTADO DO PARA S.A.;Conselho de Administração - Efetivos;0;4;0;4;0;0;0;N
04.913.711/0001-08;2024-12-31;3;141268;BCO ESTADO DO PARA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.913.711/0001-08;2024-12-31;3;141268;BCO ESTADO DO PARA S.A.;Conselho Fiscal - Efetivos;0;1;0;2;0;0;0;N
04.913.711/0001-08;2024-12-31;3;141268;BCO ESTADO DO PARA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.913.711/0001-08;2024-12-31;3;141268;BCO ESTADO DO PARA S.A.;Diretoria;0;3;0;3;0;0;0;N
04.972.092/0001-22;2024-12-31;2;141601;GRUPO FARTURA DE HORTIFRUT S.A.;Conselho de Administração - Efetivos;0;6;0;0;0;0;0;N
04.972.092/0001-22;2024-12-31;2;141601;GRUPO FARTURA DE HORTIFRUT S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.972.092/0001-22;2024-12-31;2;141601;GRUPO FARTURA DE HORTIFRUT S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;0;0;S
04.972.092/0001-22;2024-12-31;2;141601;GRUPO FARTURA DE HORTIFRUT S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;0;0;S
04.972.092/0001-22;2024-12-31;2;141601;GRUPO FARTURA DE HORTIFRUT S.A.;Diretoria;0;15;0;0;0;0;0;N
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;0;0;N
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;0;0;S
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;0;0;N
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;0;0;N
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;Diretoria;0;5;0;0;0;0;0;N
04.992.714/0001-84;2024-12-31;6;141723;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Conselho de Administração - Efetivos;0;5;0;0;0;3;1;N
04.992.714/0001-84;2024-12-31;6;141723;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Conselho de Administração - Suplentes;0;0;0;0;0;0;4;N
04.992.714/0001-84;2024-12-31;6;141723;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Conselho Fiscal - Efetivos;0;2;0;0;0;0;1;N
04.992.714/0001-84;2024-12-31;6;141723;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Conselho Fiscal - Suplentes;0;0;0;0;0;0;3;N
04.992.714/0001-84;2024-12-31;6;141723;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Diretoria;0;3;0;0;0;0;0;N
