CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;2880.00;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;-
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;2022-01-01;2022-12-31;375840.00;Conselho de Administração;5.00;116640.00;2.00;97200.00;0.00;0.00;19440.00;Encargos de INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;2022-01-01;2022-12-31;375840.00;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;2022-01-01;2022-12-31;375840.00;Conselho Fiscal;3.00;259200.00;3.00;216000.00;0.00;0.00;43200.00;Encargos de INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;2021-01-01;2021-12-31;604800.00;Conselho de Administração;5.00;345600.00;2.00;288000.00;0.00;0.00;57600.00;Encargos de INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;2021-01-01;2021-12-31;604800.00;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;2021-01-01;2021-12-31;604800.00;Conselho Fiscal;3.00;259200.00;3.00;216000.00;0.00;0.00;43200.00;Encargos de INSS;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;2024-01-01;2024-12-31;2400.00;Conselho de Administração;5.00;2400.00;2.00;2400.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;2024-01-01;2024-12-31;2400.00;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;2024-01-01;2024-12-31;2400.00;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;2022-01-01;2022-12-31;3375805.15;Conselho de Administração;5.00;300862.43;3.00;216400.00;41182.43;0.00;43280.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos (FGTS e INSS).;0.00;0.00;0.00;0.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos sobrea remuneração variável (FGTS e INSS).;0.00;0.00;0.00;O número de membros e o número de membros remunerados foi calculado conforme instruções contidas no Ofício Circular CVM/SEP/02/2020
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;2022-01-01;2022-12-31;3375805.15;Diretoria Estatutária;3.00;3074942.72;3.00;1748400.00;123713.12;0.00;349680.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos (FGTS e INSS).;710958.00;0.00;0.00;142191.60;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos sobre a remuneração variável (FGTS e INSS).;0.00;0.00;0.00;O número de membros e o número de membros remunerados foi calculado conforme instruções contidas no Ofício Circular CVM/SEP/02/2020
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;2022-01-01;2022-12-31;3375805.15;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos (FGTS e INSS).;0.00;0.00;0.00;0.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos sobre a remuneração variável (FGTS e INSS).;0.00;0.00;0.00;O número de membros e o número de membros remunerados foi calculado conforme instruções contidas no Ofício Circular CVM/SEP/02/2020
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;2021-01-01;2021-12-31;3182425.92;Conselho de Administração;5.00;268623.60;3.00;196200.00;33183.60;0.00;39240.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos (FGTS e INSS).;0.00;0.00;0.00;0.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos sobrea remuneração variável (FGTS e INSS).;0.00;0.00;0.00;O número de membros e o número de membros remunerados foi calculado conforme instruções contidas no Ofício Circular CVM/SEP/02/2020
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;2021-01-01;2021-12-31;3182425.92;Diretoria Estatutária;3.00;2913802.32;3.00;1397400.00;119002.32;0.00;279480.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos (FGTS e INSS).;931600.00;0.00;0.00;186320.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos sobre a remuneração variável (FGTS e INSS).;0.00;0.00;0.00;O número de membros e o número de membros remunerados foi calculado conforme instruções contidas no Ofício Circular CVM/SEP/02/2020.
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;2021-01-01;2021-12-31;3182425.92;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos (FGTS e INSS).;0.00;0.00;0.00;0.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos sobre a remuneração variável (FGTS e INSS).;0.00;0.00;0.00;O número de membros e o número de membros remunerados foi calculado conforme instruções contidas no Ofício Circular CVM/SEP/02/2020
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;2023-01-01;2023-12-31;3866697.64;Conselho de Administração;4.00;286690.56;3.00;201600.00;44770.56;0.00;40320.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos (FGTS e INSS).;0.00;0.00;0.00;0.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos sobrea remuneração variável (FGTS e INSS).;0.00;0.00;0.00;O número de membros e o número de membros remunerados foi calculado conforme instruções contidas no Ofício Circular CVM/SEP/02/2020
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;2023-01-01;2023-12-31;3866697.64;Diretoria Estatutária;3.00;3580007.08;3.00;1851600.00;134617.48;0.00;370320.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos (FGTS e INSS).;1019558.00;0.00;0.00;203911.60;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos sobre a remuneração variável (FGTS e INSS).;0.00;0.00;0.00;O número de membros e o número de membros remunerados foi calculado conforme instruções contidas no Ofício Circular CVM/SEP/02/2020
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;2023-01-01;2023-12-31;3866697.64;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos (FGTS e INSS).;0.00;0.00;0.00;0.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos sobre a remuneração variável (FGTS e INSS).;0.00;0.00;0.00;O número de membros e o número de membros remunerados foi calculado conforme instruções contidas no Ofício Circular CVM/SEP/02/2020
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;2024-01-01;2024-12-31;4487160.00;Conselho de Administração;4.00;249060.00;3.00;160800.00;56100.00;0.00;32160.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos (FGTS e INSS).;0.00;0.00;0.00;0.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos sobrea remuneração variável (FGTS e INSS).;0.00;0.00;0.00;O número de membros e o número de membros remunerados foi calculado conforme instruções contidas no Ofício Circular CVM/SEP/02/2020
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;2024-01-01;2024-12-31;4487160.00;Diretoria Estatutária;3.00;4238100.00;3.00;1938000.00;168300.00;0.00;387600.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos (FGTS e INSS).;1453500.00;0.00;0.00;290700.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos sobre a remuneração variável (FGTS e INSS).;0.00;0.00;0.00;O número de membros e o número de membros remunerados foi calculado conforme instruções contidas no Ofício Circular CVM/SEP/02/2020
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;2024-01-01;2024-12-31;4487160.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos (FGTS e INSS).;0.00;0.00;0.00;0.00;0.00;O montante informado no campo "Outros" refere-se aos encargos recolhidos sobre a remuneração variável (FGTS e INSS).;0.00;0.00;0.00;O número de membros e o número de membros remunerados foi calculado conforme instruções contidas no Ofício Circular CVM/SEP/02/2020
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;2022-01-01;2022-12-31;31788874.51;Conselho de Administração;6.00;420000.00;2.00;420000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;2022-01-01;2022-12-31;31788874.51;Diretoria Estatutária;6.00;30990605.33;6.00;7242302.24;223757.09;0.00;0.00;Não aplicável.;23524546.00;0.00;0.00;0.00;0.00;Não aplicável.;0.00;0.00;0.00;
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;2022-01-01;2022-12-31;31788874.51;Conselho Fiscal;3.00;378269.18;3.00;378269.18;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;2021-01-01;2021-12-31;19709763.65;Conselho de Administração;6.00;420000.00;2.00;420000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;2021-01-01;2021-12-31;19709763.65;Diretoria Estatutária;5.00;19036347.90;5.00;6091590.72;206757.18;0.00;0.00;;12738000.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;2021-01-01;2021-12-31;19709763.65;Conselho Fiscal;3.00;253415.75;3.00;253415.75;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;2023-01-01;2023-12-31;38310000.00;Conselho de Administração;6.00;420000.00;2.00;420000.00;0.00;0.00;0.00;Não aplicável.;0.00;0.00;0.00;0.00;0.00;Não aplicável.;0.00;0.00;0.00;
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;2023-01-01;2023-12-31;38310000.00;Diretoria Estatutária;6.00;37500000.00;6.00;7300000.00;200000.00;0.00;0.00;Não aplicável.;30000000.00;0.00;0.00;0.00;0.00;Não aplicável.;0.00;0.00;0.00;
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;2023-01-01;2023-12-31;38310000.00;Conselho Fiscal;3.00;390000.00;3.00;390000.00;0.00;0.00;0.00;Não aplicável.;0.00;0.00;0.00;0.00;0.00;Não aplicável.;0.00;0.00;0.00;
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;2024-01-01;2024-12-31;49946628.00;Conselho de Administração;6.00;457500.00;2.00;457500.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;Não aplicável
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;2024-01-01;2024-12-31;49946628.00;Diretoria Estatutária;5.00;49021128.00;5.00;8786448.00;234680.00;0.00;0.00;Não aplicável;40000000.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;Não aplicável
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;2024-01-01;2024-12-31;49946628.00;Conselho Fiscal;3.00;468000.00;3.00;468000.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;0.00;0.00;Não aplicável;0.00;0.00;0.00;Não aplicável
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;2021-01-01;2021-12-31;5519709.45;Conselho de Administração;6.33;761912.44;6.33;760000.00;1912.44;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;2021-01-01;2021-12-31;5519709.45;Diretoria Estatutária;3.17;4757797.01;3.17;4571658.40;186138.61;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;2021-01-01;2021-12-31;5519709.45;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;2022-01-01;2022-12-31;9082741.94;Conselho de Administração;6.00;721265.76;6.00;720000.00;1265.76;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;2022-01-01;2022-12-31;9082741.94;Diretoria Estatutária;4.42;8361476.18;4.42;4253370.24;276105.94;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.;3832000.00;0.00;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.;0.00;0.00;0.00;
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;2022-01-01;2022-12-31;9082741.94;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;2023-01-01;2023-12-31;8203655.40;Conselho de Administração;5.33;641088.16;5.33;640000.00;1088.16;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;2023-01-01;2023-12-31;8203655.40;Diretoria Estatutária;4.00;7562567.24;4.00;2972285.70;307838.40;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.;4282443.14;0.00;0.00;0.00;0.00;Conforme disposto no OFÍCIO-CIRCULAR/ANUAL-2023-CVM/SEP, o número de membros da Diretoria Estatutária foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.;0.00;0.00;0.00;
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;2023-01-01;2023-12-31;8203655.40;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;2024-01-01;2024-12-31;15000000.00;Conselho de Administração;5.00;601360.20;5.00;600000.00;1360.20;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;2024-01-01;2024-12-31;15000000.00;Diretoria Estatutária;4.00;14398639.80;4.00;3108685.68;360320.68;0.00;0.00;;10929633.44;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;2024-01-01;2024-12-31;15000000.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;2024-01-01;2024-12-31;40440844.63;Conselho de Administração;9.00;4968206.69;7.00;2772000.00;0.00;1042800.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;1153406.69;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros acima presentado foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. Em observância ao Ofício Circular/Anual-2024-CVM/SEP, não são considerados os encargos sociais que são ônus da Companhia.
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;2024-01-01;2024-12-31;40440844.63;Diretoria Estatutária;4.00;34932637.94;4.00;6898257.18;440309.39;0.00;5754577.99;A remuneração paga a título de "Outros" se refere ao FGTS, provisão de férias e provisão de 13º salário;0.00;13975500.00;0.00;0.00;0.00;N/A;0.00;0.00;7863993.38;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros acima apresentado foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. Em observância ao Ofício Circular/Anual-2024-CVM/SEP, não são considerados os encargos sociais que são ônus da Companhia.
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;2024-01-01;2024-12-31;40440844.63;Conselho Fiscal;3.00;540000.00;3.00;540000.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no Ofício Circular/Anual-2024-CVM/SEP, o número de membros acima apresentado foi apurado de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais. Em observância ao Ofício Circular/Anual-2024-CVM/SEP, não são considerados os encargos sociais que são ônus da Companhia.
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;2023-01-01;2023-12-31;38667517.30;Conselho de Administração;8.83;4068125.65;6.83;2487000.45;0.00;940300.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;640825.20;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;2023-01-01;2023-12-31;38667517.30;Diretoria Estatutária;4.00;34167391.65;4.00;6801330.15;345996.71;0.00;5664900.26;A remuneração paga a título de "Outros" se refere ao FGTS, provisão de férias e provisão de 13º salário;0.00;12660000.00;0.00;0.00;0.00;N/A;0.00;0.00;8695164.53;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;2023-01-01;2023-12-31;38667517.30;Conselho Fiscal;3.00;432000.00;3.00;432000.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no OFÍCIO CIRCULAR/ANUAL-2024-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de tal órgão apurado mensalmente, com duas casas decimais.
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;2022-01-01;2022-12-31;25461337.40;Conselho de Administração;8.67;4357797.00;6.67;2400000.00;0.00;1000000.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;957797.00;Conforme disposto no Ofício Circular Anual 2024 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;2022-01-01;2022-12-31;25461337.40;Diretoria Estatutária;4.00;20671540.40;4.00;6381316.00;266911.00;0.00;1315415.00;A remuneração paga a título de "Outros" se refere ao FGTS, provisão de férias e provisão de 13º salário.;0.00;4654830.40;0.00;0.00;0.00;N/A;0.00;0.00;8053068.00;Conforme disposto no Ofício Circular Anual 2024 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;2022-01-01;2022-12-31;25461337.40;Conselho Fiscal;3.00;432000.00;3.00;432000.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no Ofício Circular Anual 2024 CVM/SEP, o número de membros do Conselho de Administração, da Diretoria Estatutária e do Conselho Fiscal (letra "b") foram apurados de acordo com a média anual do número de membros de cada órgão apurado mensalmente, com duas casas decimais.
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;2021-01-01;2021-12-31;35381000.00;Conselho de Administração;8.33;4668767.00;6.33;2280000.00;0.00;1231667.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;1157100.00;1. O número total de membros corresponde à estimativa da média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.2. O número de membros remunerados corresponde à estimativa da média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais serão atribuídas remunerações reconhecidas no resultado do exercício, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;2021-01-01;2021-12-31;35381000.00;Diretoria Estatutária;4.00;30280233.00;4.00;5492559.00;235233.00;0.00;3514572.00;A remuneração paga a título de "Outros" se refere ao FGTS, provisão de férias e provisão de 13º salário.;0.00;8672140.00;0.00;0.00;0.00;N/A;0.00;0.00;12365729.00;1. O número total de membros corresponde à estimativa da média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.2. O número de membros remunerados corresponde à estimativa da média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais serão atribuídas remunerações reconhecidas no resultado do exercício, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.3. O campo "Remuneração Baseada em Ações" considera somente valores relativos ao Plano de Opção de Compra de Ações e Plano de Ações Restritas.
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;2021-01-01;2021-12-31;35381000.00;Conselho Fiscal;3.00;432000.00;3.00;432000.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;1. O número total de membros corresponde à estimativa da média anual do número de membros do referido órgão da administração apurado mensalmente, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.2. O número de membros remunerados corresponde à estimativa da média anual do número de membros do referido órgão da administração apurado mensalmente, aos quais serão atribuídas remunerações reconhecidas no resultado do exercício, conforme disposto no Ofício Circular Anual 2024 CVM/SEP.3. Os campos relativos a "Número de Membros" consideram somente os membros titulares do Conselho Fiscal.
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;2022-01-01;2022-12-31;4651867.18;Conselho de Administração;6.00;2176046.43;6.00;2176046.43;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;2022-01-01;2022-12-31;4651867.18;Diretoria Estatutária;2.00;2475820.75;2.00;2475820.75;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2022-CVM/SEP.
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;2023-01-01;2023-12-31;4484729.54;Conselho de Administração;6.00;2147481.52;6.00;2147481.52;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2023-CVM/SEP.
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;2023-01-01;2023-12-31;4484729.54;Diretoria Estatutária;2.00;2337248.02;2.00;2337248.02;0.00;0.00;0.00;0;0.00;0.00;0.00;0.00;0.00;0;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2023-CVM/SEP.
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;2024-01-01;2024-12-31;6200000.00;Conselho de Administração;6.00;2600000.00;6.00;2600000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2024-CVM/SEP.
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;2024-01-01;2024-12-31;6200000.00;Diretoria Estatutária;3.00;3600000.00;3.00;3600000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros de cada órgão foi apurado em linha com as disposições do Ofício-Circular/Anual-2024-CVM/SEP.
