CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
02.919.555/0001-67;2024-12-31;1;138269;ARTERIS S.A.;Sergio Moniz Barretto Garcia;Diretor Presidente
02.919.555/0001-67;2024-12-31;1;138269;ARTERIS S.A.;Nilton Leonardo Fernandes Oliveira;Diretor de Relações com Investidores
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Breno Toledo Pires De Oliveira;Diretor Presidente
02.932.074/0001-91;2024-12-31;4;142160;HYPERA S.A.;Adalmario Ghovatto Satheler do Couto;Diretor de Relações com Investidores
02.950.811/0001-89;2024-12-31;9;142086;PDG REALTY S.A. EMPREEND E PARTICIPACOES;Augusto Alves do Reis Neto;Diretor Presidente/Relações com Investidores
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;DIOGO ALEXANDRE DE MELO BAHIA;Diretor Presidente
02.992.449/0001-09;2024-12-31;1;138026;PROMPT PARTICIPACOES S.A.;NORBERTO AGUIAR TOMAZ;Diretor de Relações com Investidores
02.998.301/0001-81;2024-12-31;3;140404;RIO PARANAPANEMA ENERGIA S.A.;SILVIO ALEXANDRE SCUCUGLIA DA SILVA;Diretor Presidente/Relações com Investidores
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Rui Chammas;Diretor Presidente
02.998.611/0001-04;2024-12-31;9;141770;CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;Silvia Diniz Wada;Diretor de Relações com Investidores
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Carlo Alberto Bottarelli;Diretor Presidente
03.014.553/0001-91;2024-12-31;2;138912;TPI - TRIUNFO PARTICIP. E INVEST. S.A.;Roberto Solheid da Costa de Carvalho;Diretor de Relações com Investidores
03.025.305/0001-46;2024-12-31;2;138967;RODOVIAS DAS COLINAS S.A.;Alexandre Tujisoki;Diretor de Relações com Investidores
03.025.305/0001-46;2024-12-31;2;138967;RODOVIAS DAS COLINAS S.A.;José Renato Ricciardi;Diretor Presidente
03.025.305/0001-46;2024-12-31;2;138967;RODOVIAS DAS COLINAS S.A.;BERNARDO MONTEIRO LOBATO ZERKOWSKI FIGUEIREDO;Diretor de Relações com Investidores
03.025.305/0001-46;2024-12-31;2;138967;RODOVIAS DAS COLINAS S.A.;BRENDON AZEVEDO RAMOS;Diretor Presidente
03.207.703/0001-83;2024-12-31;4;140368;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Alisson de Almeida Freire;Diretor Presidente
03.207.703/0001-83;2024-12-31;4;140368;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;Nilton Leonardo Fernandes Oliveira;Diretor de Relações com Investidores
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;Augusto Miranda da Paz Junior;Diretor Presidente
03.220.438/0001-73;2024-12-31;16;142011;EQUATORIAL S.A.;Leonardo da Silva Lucas Tavares de Lima;Diretor de Relações com Investidores
03.279.285/0001-30;2024-12-31;5;141757;ORIZON MEIO AMBIENTE S.A.;Sr. MILTON PILÃO JÚNIOR;Diretor Presidente
03.279.285/0001-30;2024-12-31;5;141757;ORIZON MEIO AMBIENTE S.A.;Sr. LEONARDO ROBERTO PEREIRA DOS SANTOS;Diretor de Relações com Investidores
03.303.999/0001-36;2024-12-31;1;138440;DTCOM - DIRECT TO COMPANY S.A.;CRISTIANE DE FATIMA FIALLA;Diretor de Relações com Investidores
03.303.999/0001-36;2024-12-31;1;138440;DTCOM - DIRECT TO COMPANY S.A.;CRISTIANE DE FATIMA FIALLA;Diretor Presidente
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;Rafael Procaci da Cunha;Diretor de Relações com Investidores
03.342.704/0001-30;2024-12-31;8;141562;PETRORECÔNCAVO S.A.;Jose Maria de Mello Firmo;Diretor Presidente
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Alexandre Nogueira Ferreira;Diretor Presidente
03.378.521/0001-75;2024-12-31;6;141833;LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL;Rodrigo Tostes de Solon Pontes;Diretor de Relações com Investidores
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Gabriel Alves Pereira Júnior;Diretor Presidente
03.467.321/0001-99;2024-12-31;2;141824;ENERGISA MATO GROSSO-DISTRIBUIDORA DE ENERGIA S/A;Maurício Perez Botelho;Diretor de Relações com Investidores
03.538.833/0001-07;2024-12-31;1;138027;XX DE NOVEMBRO INVESTIMENTOS E PARTICIPAÇÕES S.A.;NORBERTO AGUIAR TOMAZ;Diretor Presidente/Relações com Investidores
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Osvaldo Garcia;Diretor Presidente
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;Marcus Vinicius Figur da Rosa;Diretor de Relações com Investidores
03.767.538/0001-14;2024-12-31;2;141800;BRAZILIAN SECURITIES CIA SECURITIZACAO;LEONARDO RICCI SCUTTI;Diretor Presidente/Relações com Investidores
03.795.050/0001-09;2024-12-31;1;137713;TERMOPERNAMBUCO S.A.;Renato de Almeida Rocha;Diretor de Relações com Investidores
03.795.050/0001-09;2024-12-31;1;137713;TERMOPERNAMBUCO S.A.;David Benavent del Prado;Diretor Presidente
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;Renan Shigueo Ikemoto;Diretor de Relações com Investidores
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;Eduardo Ferraz de Campos Mônaco;Diretor Presidente
03.818.379/0001-30;2024-12-31;1;138688;SABER SERVIÇOS EDUCACIONAIS S.A.;Frederico da Cunha Villa;Diretor de Relações com Investidores
03.818.379/0001-30;2024-12-31;1;138688;SABER SERVIÇOS EDUCACIONAIS S.A.;Roberto Afonso Valério Neto;Diretor Presidente
03.820.456/0001-96;2024-12-31;1;138437;BSB ENERGÉTICA S.A.;Wanderson Silva de Menezes;Diretor Presidente
03.820.456/0001-96;2024-12-31;1;138437;BSB ENERGÉTICA S.A.;Walter Nunes Seijo Neto;Diretor de Relações com Investidores
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;Fernando Jorge Buso Gomes;Diretor Presidente/Relações com Investidores
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;Rui Mendonça Junior;Diretor Presidente
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;Tang David;Diretor de Relações com Investidores
03.953.509/0001-47;2024-12-31;3;141760;CPFL GERACAO DE ENERGIA S.A.;XINJIAN CHEN;Diretor Presidente
03.953.509/0001-47;2024-12-31;3;141760;CPFL GERACAO DE ENERGIA S.A.;YUEHUI PAN;Diretor de Relações com Investidores
03.953.509/0001-47;2024-12-31;3;141760;CPFL GERACAO DE ENERGIA S.A.;ZhangYan Fu;Diretor de Relações com Investidores
03.983.431/0001-03;2024-12-31;2;140468;EDP - ENERGIAS DO BRASIL S.A.;João Manuel Veríssimo Marques da Cruz;Diretor Presidente/Relações com Investidores
04.030.182/0001-02;2024-12-31;1;138590;CABINDA PARTICIPACOES S.A.;Rafael Gonçalves de Souza;Diretor Presidente/Relações com Investidores
04.031.213/0001-31;2024-12-31;1;138591;CACONDE PARTICIPACOES S.A.;Rafael Gonçalves de Souza;Diretor Presidente/Relações com Investidores
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;André Felipe Rosado França;Diretor Presidente
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;RODRIGO SANTANA CANHIÇARES;Diretor de Relações com Investidores
04.038.763/0001-82;2024-12-31;1;138593;CAIANDA PARTICIPACOES S.A.;Rafael Gonçalves de Souza;Diretor Presidente/Relações com Investidores
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;Eduarda de Campos Tolentino;Diretor Presidente
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;Guilherme Rosa Dias;Diretor de Relações com Investidores
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;RAFAEL KELLERMANN BARBOSA;Diretor Presidente
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;JOSIMAR GOMES;Diretor de Relações com Investidores
04.089.570/0001-50;2024-12-31;2;141637;ÁGUAS GUARIROBA S.A;Themis de Oliveira;Diretor Presidente
04.089.570/0001-50;2024-12-31;2;141637;ÁGUAS GUARIROBA S.A;André Pires de Oliveira Dias;Diretor de Relações com Investidores
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;Marcello Guidotti;Diretor Presidente/Relações com Investidores
04.172.213/0001-51;2024-12-31;3;141685;CIA PIRATININGA DE FORCA E LUZ;CARLOS ZAMBONI NETO;Diretor Presidente
04.172.213/0001-51;2024-12-31;3;141685;CIA PIRATININGA DE FORCA E LUZ;YUEHUI PAN;Diretor de Relações com Investidores
04.172.213/0001-51;2024-12-31;3;141685;CIA PIRATININGA DE FORCA E LUZ;Rafael Lazzaretti;Diretor Presidente
04.172.213/0001-51;2024-12-31;3;141685;CIA PIRATININGA DE FORCA E LUZ;Mingzhi Han;Diretor de Relações com Investidores
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;Rene Vaz de Almeida;Diretor Presidente
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;Chyou Pey Tyng;Diretor de Relações com Investidores
04.368.865/0001-66;2024-12-31;4;141664;LIGGA TELECOMUNICAÇÕES S.A.;Wendell Alexandre Paes de Andrade de Oliveira;Diretor Presidente
04.368.865/0001-66;2024-12-31;4;141664;LIGGA TELECOMUNICAÇÕES S.A.;Eduardo Silveira Gonçalves;Diretor de Relações com Investidores
04.368.898/0001-06;2024-12-31;7;142071;COPEL DISTRIBUIÇÃO S.A.;Maximiliano Andres Orfali;Diretor Presidente
04.368.898/0001-06;2024-12-31;7;142071;COPEL DISTRIBUIÇÃO S.A.;Adriano Rudek de Moura;Diretor de Relações com Investidores
04.368.898/0001-06;2024-12-31;7;142071;COPEL DISTRIBUIÇÃO S.A.;Felipe Gutterres Ramella;Diretor de Relações com Investidores
04.368.898/0001-06;2024-12-31;7;142071;COPEL DISTRIBUIÇÃO S.A.;MARCO ANTONIO VILLELA DE ABREU;Diretor Presidente
04.370.282/0001-70;2024-12-31;4;142072;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Moacir Carlos Bertol;Diretor Presidente
04.370.282/0001-70;2024-12-31;4;142072;COPEL GERAÇÃO E TRANSMISSÃO S.A.;Adriano Rudek de Moura;Diretor de Relações com Investidores
04.370.282/0001-70;2024-12-31;4;142072;COPEL GERAÇÃO E TRANSMISSÃO S.A.;FELIPE GUTTERRES RAMELLA;Diretor de Relações com Investidores
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;Lino Lopes Cançado;Diretor Presidente
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;Marcelo Campos Habibe;Diretor de Relações com Investidores
04.739.720/0001-24;2024-12-31;1;139344;USINA TERMELÉTRICA PAMPA SUL S.A.;AURELIO AUGUSTO MATTEDI;Diretor Presidente
04.739.720/0001-24;2024-12-31;1;139344;USINA TERMELÉTRICA PAMPA SUL S.A.;FERNAO FELIPE DE ALMEIDA MAGALHES;Diretor de Relações com Investidores
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;Heraldo Carvalho Marchezini;Diretor Presidente
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;Renato Arroyo Barbeiro;Diretor de Relações com Investidores
04.821.041/0001-08;2024-12-31;2;139576;METALFRIO SOLUTIONS S.A.;Luiz Eduardo Moreira Caio;Diretor Presidente/Relações com Investidores
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;MÁRCIO CAIRES VASCONCELOS;Diretor Presidente
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;TATIANA QUEIROGA VASQUES;Diretor de Relações com Investidores
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;Fabio Yassuda Maeda;Diretor de Relações com Investidores
04.902.979/0001-44;2024-12-31;4;141716;BCO AMAZONIA S.A.;Luiz Claudio Moreira Lessa;Diretor Presidente
04.912.242/0001-02;2024-12-31;1;137786;PORTUENSE FERRAGENS S/A;ANTÔNIO AUGUSTO CALCUCHIMAC DE ALENCAR FERNANDEZ;Diretor Presidente/Relações com Investidores
04.913.711/0001-08;2024-12-31;3;141268;BCO ESTADO DO PARA S.A.;Ruth Pimentel Méllo;Diretor Presidente
04.913.711/0001-08;2024-12-31;3;141268;BCO ESTADO DO PARA S.A.;Igor Barbosa Gonçalves;Diretor de Relações com Investidores
04.972.092/0001-22;2024-12-31;2;141601;GRUPO FARTURA DE HORTIFRUT S.A.;ALEXANDRE OTOMO DE ALMEIDA;Diretor de Relações com Investidores
04.972.092/0001-22;2024-12-31;2;141601;GRUPO FARTURA DE HORTIFRUT S.A.;ALEX ALVES DOS SANTOS BRITO;Diretor Presidente
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;Jânyo Janguiê Bezerra Diniz;Diretor Presidente
04.986.320/0001-13;2024-12-31;9;141699;SER EDUCACIONAL S.A.;Rodrigo de Macedo Alves;Diretor de Relações com Investidores
04.992.714/0001-84;2024-12-31;6;141723;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Alex Sandro Monteiro Barbosa da Silva;Diretor de Relações com Investidores
04.992.714/0001-84;2024-12-31;6;141723;NOVA TRANSPORTADORA DO SUDESTE S.A. - NTS;Erick Portela Pettendorfer;Diretor Presidente
05.197.443/0001-38;2024-12-31;5;141626;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Jorge Fontoura Pinheiro Koren de Lima;Diretor Presidente
05.197.443/0001-38;2024-12-31;5;141626;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;Luccas Augusto Adib;Diretor de Relações com Investidores
05.336.882/0001-84;2024-12-31;2;141586;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;Luiz Carlos Leite;Diretor de Relações com Investidores
05.336.882/0001-84;2024-12-31;2;141586;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;N/A;Diretor Presidente
05.336.882/0001-84;2024-12-31;2;141586;CACHOEIRA PAULISTA TRANSMISSORA ENERGIA S.A.;MARCUS HANSEN  BALATA;Diretor de Relações com Investidores
05.347.060/0001-07;2024-12-31;2;138730;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;CARLOS ALBERTO DE CASTRO DUTRA;Diretor Presidente
05.347.060/0001-07;2024-12-31;2;138730;INTERPLAYERS SOLUÇÕES INTEGRADAS S.A.;Gustavo Marini Rodrigues;Diretor de Relações com Investidores
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;RAFAEL SALES GUIMARAES;Diretor Presidente
05.878.397/0001-32;2024-12-31;6;141918;ALLOS S.A.;DANIELLA DE SOUZA GUANABARA SANTOS;Diretor de Relações com Investidores
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;VANDERLEI RIGATIERI JUNIOR;Diretor Presidente
05.917.486/0001-40;2024-12-31;2;141650;LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.;FELIPE LUÍS ROSA MELDONIAN;Diretor de Relações com Investidores
06.016.348/0001-53;2024-12-31;4;142106;VENTOS DO SUL ENERGIA S.A.;José Castellanos Ybarra;Diretor Presidente
06.016.348/0001-53;2024-12-31;4;142106;VENTOS DO SUL ENERGIA S.A.;Felipe Ostermayer;Diretor de Relações com Investidores
06.016.348/0001-53;2024-12-31;4;142106;VENTOS DO SUL ENERGIA S.A.;Leoze Lobo Maia Júnior;Diretor de Relações com Investidores
06.016.348/0001-53;2024-12-31;4;142106;VENTOS DO SUL ENERGIA S.A.;Fernando de Lapuerta Montoya;Diretor Presidente
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;Paulo Junqueira Moll;Diretor Presidente
06.047.087/0001-39;2024-12-31;6;142126;REDE D'OR SÃO LUIZ S.A.;Otávio de Garcia Lazcano;Diretor de Relações com Investidores
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;Belmiro de Figueiredo Gomes;Diretor Presidente
06.057.223/0001-71;2024-12-31;10;141979;SENDAS DISTRIBUIDORA S.A.;Vitor Fagá de Almeida;Diretor de Relações com Investidores
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;Celso Ferrer;Diretor Presidente
06.164.253/0001-87;2024-12-31;8;142138;GOL LINHAS AEREAS INTELIGENTES S.A.;Mario Liao;Diretor de Relações com Investidores
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Sérvio Túlio dos Santos;Diretor Presidente
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;Tatiana Queiroga Vasques;Diretor de Relações com Investidores
06.347.409/0001-65;2024-12-31;1;138064;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;Pedro de Souza Zemel;Diretor Presidente
06.347.409/0001-65;2024-12-31;1;138064;SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.;José Luís Magalhães Salazar;Diretor de Relações com Investidores
06.626.253/0001-51;2024-12-31;4;141765;EMPREENDIMENTOS PAGUE MENOS S.A.;Jonas Marques Neto;Diretor Presidente
06.626.253/0001-51;2024-12-31;4;141765;EMPREENDIMENTOS PAGUE MENOS S.A.;Luiz Renato Novais;Diretor de Relações com Investidores
06.977.745/0001-91;2024-12-31;2;141494;BR MALLS PARTICIPACOES S.A.;DANIELLA DE SOUZA GUANABARA SANTOS;Diretor de Relações com Investidores
06.977.745/0001-91;2024-12-31;2;141494;BR MALLS PARTICIPACOES S.A.;LEANDRO ROCHA FRANCO LOPES;Diretor Presidente
06.981.176/0001-58;2024-12-31;2;138774;CEMIG GERACAO E TRANSMISSAO S.A.;Reynaldo Passanezi Filho;Diretor Presidente
06.981.176/0001-58;2024-12-31;2;138774;CEMIG GERACAO E TRANSMISSAO S.A.;LEONARDO GEORGE DE MAGALHÃES;Diretor de Relações com Investidores
06.981.180/0001-16;2024-12-31;7;141959;CEMIG DISTRIBUICAO S.A.;Reynaldo Passanezi Filho;Diretor Presidente
06.981.180/0001-16;2024-12-31;7;141959;CEMIG DISTRIBUICAO S.A.;LEONARDO GEORGE DE MAGALHÃES;Diretor de Relações com Investidores
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Massimiliano César de Barros Júnior;Diretor Presidente
06.981.381/0001-13;2024-03-31;11;141302;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;Paulo Geraldo Polezi;Diretor de Relações com Investidores
07.040.108/0001-57;2024-12-31;3;139580;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;NEURISANGELO CAVALCANTE DE FREITAS;Diretor Presidente
07.040.108/0001-57;2024-12-31;3;139580;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;DARIO SIDRIM PERINI;Diretor de Relações com Investidores
07.043.628/0001-13;2024-12-31;2;139220;CLARO TELECOM PARTICIPAÇÕES S.A.;José Antônio Guaraldi Félix;Diretor Presidente
07.043.628/0001-13;2024-12-31;2;139220;CLARO TELECOM PARTICIPAÇÕES S.A.;Roberto Catalão Cardoso;Diretor de Relações com Investidores
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;José Nunes de Almeida Neto;Diretor Presidente
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;Teobaldo José Cavalcante Leal;Diretor de Relações com Investidores
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;Francesco Tutoli;Diretor de Relações com Investidores
07.119.838/0001-48;2024-12-31;1;138520;SECME - COMPANHIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;Isaac Jonatans Kich Hartmann;Diretor Presidente/Relações com Investidores
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Francisco Ivens de Sá Dias Branco Júnior;Diretor Presidente
07.206.816/0001-15;2024-12-31;2;141531;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;Gustavo Lopes Theodozio;Diretor de Relações com Investidores
07.237.373/0001-20;2024-12-31;8;141801;BCO NORDESTE DO BRASIL S.A.;Paulo Roberto Saraiva Câmara;Diretor Presidente
07.237.373/0001-20;2024-12-31;8;141801;BCO NORDESTE DO BRASIL S.A.;Wanger Antonio de Alencar Rocha;Diretor de Relações com Investidores
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;CANDIDO DA SILVEIRA QUINDERÉ;Diretor Presidente/Relações com Investidores
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;Marcelo Sanford de Barros Filho;Diretor Presidente/Relações com Investidores
07.282.377/0001-20;2024-12-31;2;141827;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;JOSÉ ADRIANO MENDES SILVA;Diretor Presidente
07.282.377/0001-20;2024-12-31;2;141827;ENERGISA SUL-SUDESTE - DISTRIBUIDORA DE ENERGIA S/A;MAURÍCIO PEREZ BOTELHO;Diretor de Relações com Investidores
07.334.600/0001-35;2024-12-31;1;137748;MARINA DE IRACEMA PARK SA;ANTONIO GIL FERNANDES BEZERRA;Diretor Presidente
07.334.600/0001-35;2024-12-31;1;137748;MARINA DE IRACEMA PARK SA;ELISA MARIA GRADVOHL BEZERRA;Diretor de Relações com Investidores
07.401.436/0001-31;2024-12-31;1;138258;ELDORADO BRASIL CELULOSE S.A.;Carmine De Siervi Neto;Diretor Presidente
07.401.436/0001-31;2024-12-31;1;138258;ELDORADO BRASIL CELULOSE S.A.;Fernando Storchi;Diretor de Relações com Investidores
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;Fernando Antonio Simões;Diretor Presidente
07.415.333/0001-20;2024-12-31;2;139545;SIMPAR S.A.;Denys Marc Ferrez;Diretor de Relações com Investidores
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;Jean Jereissati Neto;Diretor Presidente
07.526.557/0001-00;2024-12-31;2;141587;AMBEV S.A.;Lucas Machado Lira;Diretor de Relações com Investidores
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;Edgard Gomes Corona;Diretor Presidente
07.594.978/0001-78;2024-12-31;3;140811;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;José Luiz Rizzardo Pereira;Diretor de Relações com Investidores
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;Gustavo Javier Lopez;Diretor de Relações com Investidores
07.628.528/0001-59;2024-06-30;5;141689;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;André Guillaumon;Diretor Presidente
07.636.657/0001-99;2024-12-31;2;139187;AÇO VERDE DO BRASIL S.A;Silvia Carvalho Nascimento e Silva;Diretor Presidente
07.636.657/0001-99;2024-12-31;2;139187;AÇO VERDE DO BRASIL S.A;Gustavo Rozenbaum Bcheche;Diretor de Relações com Investidores
07.659.538/0001-51;2024-12-31;1;137789;DINAMICA ENERGIA S.A.;JOSÉ JOÃO ABDALLA FILHO;Diretor Presidente/Relações com Investidores
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;Francisco Gomes Neto;Diretor Presidente
07.689.002/0001-89;2024-12-31;5;142133;EMBRAER S.A.;Antonio Carlos Garcia;Diretor de Relações com Investidores
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Tomas Henrique Fuchs;Diretor Presidente
07.704.246/0001-93;2024-12-31;1;138537;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;Claude Andre Jensen Araripe Monteiro da Silva;Diretor de Relações com Investidores
07.714.104/0001-07;2024-12-31;7;141457;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;FELIPE GONÇALVES MATSUNAGA;Diretor de Relações com Investidores
07.714.104/0001-07;2024-12-31;7;141457;GIGA MAIS FIBRA TELECOMUNICAÇÕES S.A.;LORIVAL NOGUEIRA LUZ JÚNIOR;Diretor Presidente
07.802.794/0001-56;2024-12-31;4;142031;ESSENTIA PCHS S.A.;LEONARDO AUGUSTO SERPA;Diretor Presidente
07.802.794/0001-56;2024-12-31;4;142031;ESSENTIA PCHS S.A.;EDUARDO BECHARA DE ROSA;Diretor de Relações com Investidores
07.802.794/0001-56;2024-12-31;4;142031;ESSENTIA PCHS S.A.;Gabriel Marinho de Farias;Diretor de Relações com Investidores
07.802.794/0001-56;2024-12-31;4;142031;ESSENTIA PCHS S.A.;Gilberto Luis Peixoto dos Santos Filho;Diretor Presidente
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Eduardo Kaminitz Peres;Diretor Presidente
07.816.890/0001-53;2024-12-31;5;141974;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;Armando d'Almeida Neto;Diretor de Relações com Investidores
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;FABIO DE ASSIS DA SILVA;Diretor de Relações com Investidores
07.820.907/0001-46;2024-12-31;4;139445;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;MATHEUS REZENDE GOMES DEOTTI;Diretor Presidente
07.823.262/0001-03;2024-12-31;1;138013;FOZ DO RIO CLARO ENERGIA S.A.;Eduarco Fucs;Diretor Presidente/Relações com Investidores
07.857.093/0001-14;2024-12-31;5;141589;AURA MINERALS INC.;RODRIGO CARDOSO BARBOSA;Diretor Presidente
07.857.093/0001-14;2024-12-31;5;141589;AURA MINERALS INC.;Natasha Utescher;Diretor de Relações com Investidores
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;Antonio Carlos Augusto Ribeiro Bonchristiano;Diretor Presidente
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;Rodrigo Boscolo;Diretor de Relações com Investidores
07.859.971/0001-30;2024-12-31;6;141952;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;Rinaldo Pecchio Júnior;Diretor Presidente/Relações com Investidores
07.882.930/0001-65;2024-12-31;1;138111;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Fabrício Mitre;Diretor Presidente
07.882.930/0001-65;2024-12-31;1;138111;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;Thaís Nogueira Alonso;Diretor de Relações com Investidores
