CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
08.439.659/0001-50;2024-12-31;5;141238;CPFL ENERGIAS RENOVÁVEIS S.A.;320741;Capital Integralizado;2023-12-18;2632291914.16;;593782504;0;593782504
08.439.659/0001-50;2024-12-31;5;141238;CPFL ENERGIAS RENOVÁVEIS S.A.;320742;Capital Autorizado;2012-05-31;0.00;;0;0;0
08.467.115/0001-00;2024-12-31;5;141923;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;322622;Capital Emitido;2021-07-05;3385861097.24;;68090916;164014;68254930
08.467.115/0001-00;2024-12-31;5;141923;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;322623;Capital Subscrito;2021-07-05;3385861097.24;;68090916;164014;68254930
08.467.115/0001-00;2024-12-31;5;141923;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;322624;Capital Integralizado;2021-07-05;3385861097.24;;68090916;164014;68254930
08.534.605/0001-74;2024-12-31;1;138514;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;316562;Capital Emitido;2023-02-02;4170394390.17;;124741981;124741975;249483956
08.534.605/0001-74;2024-12-31;1;138514;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;316563;Capital Integralizado;2023-02-02;4170394390.17;;124741981;124741975;249483956
08.534.605/0001-74;2024-12-31;1;138514;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;316564;Capital Integralizado;2022-08-29;4139097532.13;;122073879;122073867;244147746
08.534.605/0001-74;2024-12-31;1;138514;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;316565;Capital Integralizado;2021-08-23;3349936049.26;;55521868;53958180;109480048
08.560.444/0001-93;2024-12-31;1;137654;CIA CELG DE PARTICIPACOES - CELGPAR;314570;Capital Subscrito;2023-08-17;602350701.85;30;79676502;0;79676502
08.574.411/0001-00;2024-12-31;2;139904;PRÁTICA PRODUTOS S.A.;319890;Capital Integralizado;2023-12-15;29068287.53;N/A;3355031;0;3355031
08.613.550/0001-98;2024-12-31;3;141354;NEXPE PARTICIPAÇÕES S.A;321006;Capital Emitido;2022-12-27;828684951.80;;2655569;0;2655569
08.613.550/0001-98;2024-12-31;3;141354;NEXPE PARTICIPAÇÕES S.A;321007;Capital Subscrito;2022-12-27;828684951.80;;2655569;0;2655569
08.613.550/0001-98;2024-12-31;3;141354;NEXPE PARTICIPAÇÕES S.A;321008;Capital Integralizado;2022-12-27;828684951.80;;2655569;0;2655569
08.613.550/0001-98;2024-12-31;3;141354;NEXPE PARTICIPAÇÕES S.A;321009;Capital Autorizado;2021-01-12;0.00;;500000000;0;500000000
08.764.621/0001-53;2024-12-31;2;141273;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;320817;Capital Emitido;2019-12-11;389625569.00;;1928769;0;1928769
08.764.621/0001-53;2024-12-31;2;141273;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;320818;Capital Subscrito;2019-12-11;389625569.00;;1928769;0;1928769
08.764.621/0001-53;2024-12-31;2;141273;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;320819;Capital Integralizado;2019-12-11;389625569.00;;1928769;0;1928769
08.764.621/0001-53;2024-12-31;2;141273;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;320820;Capital Autorizado;2016-04-29;389625569.00;;95000000;0;95000000
08.769.451/0001-08;2024-12-31;3;139459;VIRGO COMPANHIA DE SECURITIZAÇÃO;318950;Capital Autorizado;2024-04-30;40236642.00;;35536642;0;35536642
08.769.451/0001-08;2024-12-31;3;139459;VIRGO COMPANHIA DE SECURITIZAÇÃO;318951;Capital Subscrito;2022-12-30;35536642.00;;35536642;0;35536642
08.769.451/0001-08;2024-12-31;3;139459;VIRGO COMPANHIA DE SECURITIZAÇÃO;318952;Capital Integralizado;2022-04-20;35536642.00;;35536642;0;35536642
08.773.135/0001-00;2024-12-31;5;142093;2W ECOBANK S.A.;323067;Capital Autorizado;2020-07-14;0.00;Não aplicável;398000000;0;398000000
08.773.135/0001-00;2024-12-31;5;142093;2W ECOBANK S.A.;323068;Capital Emitido;2017-12-31;145213469.39;Não aplicável;113548407;0;113548407
08.773.135/0001-00;2024-12-31;5;142093;2W ECOBANK S.A.;323069;Capital Subscrito;2017-12-31;145213469.39;Não aplicável;113548407;0;113548407
08.773.135/0001-00;2024-12-31;5;142093;2W ECOBANK S.A.;323070;Capital Integralizado;2017-12-31;145213469.39;Não aplicável;113548407;0;113548407
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;316330;Capital Emitido;2019-04-30;85298676.16;;507692309;42307699;550000008
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;316331;Capital Subscrito;2019-04-30;85298676.16;;507692309;42307699;550000008
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;316332;Capital Integralizado;2019-04-30;85298676.16;;507692309;42307699;550000008
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;316333;Capital Emitido;2018-04-27;111810306.54;;507692309;42307699;550000008
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;316334;Capital Subscrito;2018-04-27;111810306.54;;507692309;42307699;550000008
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;316335;Capital Integralizado;2018-04-27;111810306.54;;507692309;42307699;550000008
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;322799;Capital Integralizado;2024-04-19;55500633.05;N/A;26009820;0;26009820
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;322800;Capital Autorizado;2024-04-19;3765643.83;N/A;0;0;0
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;322801;Capital Emitido;2024-04-19;55500633.05;N/A;26009820;0;26009820
08.795.211/0001-70;2024-12-31;4;141995;MAESTRO LOCADORA DE VEICULOS S.A.;322802;Capital Subscrito;2024-04-19;55500633.05;N/A;26009820;0;26009820
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;321262;Capital Emitido;2020-09-17;306846633.00;;291875088;0;291875088
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;321263;Capital Subscrito;2020-09-17;306846633.00;;291875088;0;291875088
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;321264;Capital Integralizado;2020-09-17;306846633.00;;291875088;0;291875088
08.797.760/0001-83;2024-12-31;6;141449;CURY CONSTRUTORA E INCORPORADORA S.A.;321265;Capital Autorizado;2020-02-14;300000000.00;;300000000;0;300000000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;323231;Capital Emitido;2024-04-17;1463313371.47;Não se aplica;152644445;0;152644445
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;323232;Capital Subscrito;2024-04-17;1463313371.47;Não se aplica;152644445;0;152644445
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;323233;Capital Integralizado;2024-04-17;1463313371.47;Não se aplica;152644445;0;152644445
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;323234;Capital Autorizado;2019-11-29;1559763371.47;;159663612;0;159663612
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;322143;Capital Emitido;2018-06-13;1139887263.22;N/A;309088851;0;309088851
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;322144;Capital Subscrito;2018-06-13;1139887263.22;N/A;309088851;0;309088851
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;322145;Capital Integralizado;2018-06-13;1139887263.22;N/A;309088851;0;309088851
08.807.432/0001-10;2024-12-31;3;141766;YDUQS PARTICIPACOES S.A.;322146;Capital Autorizado;2007-03-31;0.00;N/A;1000000000;0;1000000000
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;321108;Capital Autorizado;2022-04-26;0.00;;250000000;0;250000000
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;321109;Capital Emitido;2019-09-12;866080000.00;;186617538;0;186617538
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;321110;Capital Subscrito;2019-09-12;866080000.00;;186617538;0;186617538
08.811.643/0001-27;2024-12-31;4;141390;TRISUL S.A.;321111;Capital Integralizado;2019-09-12;866080000.00;;186617538;0;186617538
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;317746;Capital Emitido;2023-12-28;861447594.41;;1471879959;0;1471879959
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;317747;Capital Subscrito;2023-12-28;861447594.41;;1471879959;0;1471879959
08.822.767/0001-08;2024-12-31;2;138970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;317748;Capital Integralizado;2023-12-28;861447594.41;;1471879959;0;1471879959
08.827.501/0001-58;2024-12-31;3;139660;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;319410;Capital Emitido;2023-02-01;1266449826.54;N/A;709956474;310300113;1020256587
08.827.501/0001-58;2024-12-31;3;139660;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;319411;Capital Subscrito;2023-02-01;1266449826.54;N/A;709956474;310300113;1020256587
08.827.501/0001-58;2024-12-31;3;139660;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;319412;Capital Integralizado;2023-02-01;1266449826.54;N/A;709956474;310300113;1020256587
08.827.501/0001-58;2024-12-31;3;139660;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;319413;Capital Autorizado;2023-02-01;0.00;;0;0;0
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;318240;Capital Emitido;2024-03-05;1595023722.00;Totalmente integralizado;1595023722;0;1595023722
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;318241;Capital Subscrito;2024-03-05;1595023722.00;Totalmente integralizado;1595023722;0;1595023722
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;318242;Capital Integralizado;2024-03-05;1595023722.00;Totalmente integralizado;1595023722;0;1595023722
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;318243;Capital Autorizado;2024-06-06;477976278.00;n/a;477976278;0;477976278
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;321787;Capital Emitido;2024-03-05;1595023722.00;Totalmente integralizado;1595023722;0;1595023722
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;321788;Capital Subscrito;2024-03-05;1595023722.00;Totalmente integralizado;1595023722;0;1595023722
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;321789;Capital Integralizado;2024-03-05;1595023722.00;Totalmente integralizado;1595023722;0;1595023722
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;321790;Capital Autorizado;2024-06-06;477976278.00;n/a;477976278;0;477976278
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;322698;Capital Emitido;2024-03-05;1595023722.00;Totalmente integralizado;1595023722;0;1595023722
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;322699;Capital Subscrito;2024-03-05;1595023722.00;Totalmente integralizado;1595023722;0;1595023722
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;322700;Capital Integralizado;2024-03-05;1595023722.00;Totalmente integralizado;1595023722;0;1595023722
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;322701;Capital Autorizado;2024-06-06;477976278.00;n/a;477976278;0;477976278
08.873.873/0001-10;2024-12-31;4;140874;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;320584;Capital Emitido;2023-12-15;2109395697.00;;2109395697;0;2109395697
08.873.873/0001-10;2024-12-31;4;140874;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;320585;Capital Integralizado;2023-12-15;2109395697.00;;2109395697;0;2109395697
08.873.873/0001-10;2024-12-31;4;140874;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;320586;Capital Autorizado;2021-09-23;2350000000.00;;0;0;0
08.873.873/0001-10;2024-12-31;4;140874;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;320587;Capital Subscrito;2023-12-15;2109395697.00;;2109395697;0;2109395697
08.902.291/0001-15;2024-12-31;4;141455;CSN MINERAÇÃO S.A.;321278;Capital Emitido;2022-05-18;7473979884.36;Não aplicável;5485338838;0;5485338838
08.902.291/0001-15;2024-12-31;4;141455;CSN MINERAÇÃO S.A.;321279;Capital Subscrito;2022-05-18;7473979884.36;Não aplicável;5485338838;0;5485338838
08.902.291/0001-15;2024-12-31;4;141455;CSN MINERAÇÃO S.A.;321280;Capital Integralizado;2022-05-18;7473979884.36;;5485338838;0;5485338838
08.902.291/0001-15;2024-12-31;4;141455;CSN MINERAÇÃO S.A.;321281;Capital Autorizado;2020-10-15;1800000000.00;;0;0;0
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;321477;Capital Integralizado;2017-11-21;855827579.38;;7877740;6843557;14721297
09.041.168/0001-10;2024-12-31;7;141993;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;322795;Capital Emitido;2022-04-19;2753976285.73;;92659154;0;92659154
09.041.168/0001-10;2024-12-31;7;141993;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;322796;Capital Autorizado;2022-04-19;3700000000.00;;0;0;0
09.041.168/0001-10;2024-12-31;7;141993;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;322797;Capital Subscrito;2019-10-22;2753976285.73;;92659154;0;92659154
09.041.168/0001-10;2024-12-31;7;141993;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;322798;Capital Integralizado;2019-10-22;2753976285.73;;92659154;0;92659154
09.042.817/0001-05;2024-12-31;6;141829;BEMOBI MOBILE TECH S.A.;322325;Capital Emitido;2024-08-28;1277508722.55;N/A;85608392;0;85608392
09.042.817/0001-05;2024-12-31;6;141829;BEMOBI MOBILE TECH S.A.;322326;Capital Subscrito;2024-08-28;1277508722.55;N/A;85608392;0;85608392
09.042.817/0001-05;2024-12-31;6;141829;BEMOBI MOBILE TECH S.A.;322327;Capital Integralizado;2024-08-28;1277508722.55;N/A;85608392;0;85608392
09.042.817/0001-05;2024-12-31;6;141829;BEMOBI MOBILE TECH S.A.;322328;Capital Autorizado;2020-10-13;0.00;N/A;100000000;0;100000000
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;321086;Capital Emitido;2023-11-24;1403574436.00;Totalmente integralizado;538117691;64914392;603032083
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;321087;Capital Subscrito;2023-11-24;1403574436.00;Totalmente integralizado;538117691;64914392;603032083
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;321088;Capital Integralizado;2023-11-24;1403574436.00;Totalmente integralizado;538117691;64914392;603032083
09.053.134/0001-45;2024-12-31;2;141379;ELFA MEDICAMENTOS S.A.;321089;Capital Autorizado;2020-08-07;0.00;N/A;172337244;0;172337244
09.054.385/0001-44;2024-12-31;1;138861;INBRANDS S.A.;317445;Capital Emitido;2019-07-29;452948516.09;;138442514;0;138442514
09.054.385/0001-44;2024-12-31;1;138861;INBRANDS S.A.;317446;Capital Subscrito;2019-07-29;452948516.09;;138442514;0;138442514
09.054.385/0001-44;2024-12-31;1;138861;INBRANDS S.A.;317447;Capital Integralizado;2019-07-29;452948316.09;;138442514;0;138442514
09.054.385/0001-44;2024-12-31;1;138861;INBRANDS S.A.;317448;Capital Autorizado;2015-09-30;0.00;;200000000;0;200000000
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;317192;Capital Integralizado;2018-04-27;320535271.00;;428071225;0;428071225
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;317193;Capital Integralizado;2017-12-29;207090023.64;;314625978;0;314625978
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;317194;Capital Integralizado;2013-11-14;124621152.64;;232157107;0;232157107
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;317195;Capital Integralizado;2013-08-08;116621252.64;;217254080;0;217254080
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;317196;Capital Integralizado;2013-07-01;114621252.64;;213528274;0;213528274
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;317197;Capital Integralizado;2013-05-15;109621252.64;;204213759;0;204213759
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;317198;Capital Integralizado;2012-11-12;104621252.64;;194899244;0;194899244
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;317199;Capital Subscrito;2010-12-22;103421252.64;22/12/2010;192663760;0;192663760
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;317200;Capital Integralizado;2010-12-22;103421252.64;;192663760;0;192663760
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;317201;Capital Autorizado;2021-08-13;220535271.00;;428071225;0;428071225
09.095.183/0001-40;2024-12-31;3;141826;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;322313;Capital Emitido;2023-04-30;747678466.30;;1047489;0;1047489
09.095.183/0001-40;2024-12-31;3;141826;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;322314;Capital Subscrito;2023-04-30;747678466.30;;1047489;0;1047489
09.095.183/0001-40;2024-12-31;3;141826;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;322315;Capital Integralizado;2023-04-30;747678466.30;;1047489;0;1047489
09.095.183/0001-40;2024-12-31;3;141826;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;322316;Capital Autorizado;2013-04-24;0.00;;6000000;0;6000000
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;317719;Capital Emitido;2018-11-27;35263600.00;;3148038;0;3148038
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;317720;Capital Subscrito;2018-11-27;35263600.00;;3148038;0;3148038
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;317721;Capital Integralizado;2018-11-27;35263600.00;;3148038;0;3148038
09.112.685/0001-32;2024-12-31;2;138958;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;317722;Capital Autorizado;2010-01-26;10000000000.00;;0;0;0
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;320242;Capital Emitido;2021-02-10;842999412.29;;199959554;0;199959554
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;320243;Capital Subscrito;2021-02-10;842999412.29;;199959554;0;199959554
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;320244;Capital Integralizado;2021-02-10;842999412.29;;199959554;0;199959554
09.114.805/0001-30;2024-12-31;3;140413;OCEANPACT SERVIÇOS MARITIMOS S.A.;320245;Capital Autorizado;2020-12-07;0.00;;100040446;0;100040446
09.116.278/0001-01;2024-12-31;1;138233;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;315969;Capital Emitido;1996-04-29;0.00;;0;0;0
09.116.278/0001-01;2024-12-31;1;138233;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;315970;Capital Subscrito;1996-04-29;22338341.00;;14048567;4073532;18122099
09.146.451/0001-06;2024-12-31;4;141532;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;321473;Capital Emitido;2023-12-27;817825287.45;n.a.;135602;0;135602
09.146.451/0001-06;2024-12-31;4;141532;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;321474;Capital Subscrito;2023-12-27;817825287.45;N/A;135602;0;135602
09.146.451/0001-06;2024-12-31;4;141532;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;321475;Capital Integralizado;2023-06-27;817825287.45;N/A;135602;0;135602
09.146.451/0001-06;2024-12-31;4;141532;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;321476;Capital Autorizado;2020-09-20;3000000000.00;N/A;83260;0;83260
09.149.503/0001-06;2024-12-31;1;138835;SERENA GERAÇÃO S.A.;317358;Capital Integralizado;2021-12-27;3968679278.04;-;200274405;0;200274405
09.149.503/0001-06;2024-12-31;1;138835;SERENA GERAÇÃO S.A.;317359;Capital Subscrito;2021-12-27;3968679278.04;-;200274405;0;200274405
09.149.503/0001-06;2024-12-31;1;138835;SERENA GERAÇÃO S.A.;317360;Capital Autorizado;2020-04-30;6000000000.00;-;0;0;0
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;322820;Capital Emitido;2024-03-18;1986808990.73;Totalmente integralizado;674854731;0;674854731
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;322821;Capital Subscrito;2024-03-18;1986808990.73;Totalmente integralizado;674854731;0;674854731
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;322822;Capital Integralizado;2024-03-18;1986808990.73;Totalmente integralizado;674854731;0;674854731
09.229.201/0001-30;2024-12-31;2;142001;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;322823;Capital Autorizado;2021-02-19;2750000000.00;;0;0;0
09.257.877/0001-37;2024-12-31;2;140569;FERROVIA NORTE SUL S/A;320360;Capital Subscrito;2017-11-15;1859133976.33;;1835966791;0;1835966791
09.257.877/0001-37;2024-12-31;2;140569;FERROVIA NORTE SUL S/A;320361;Capital Integralizado;2017-11-15;1859163976.33;;1835966791;0;1835966791
09.257.877/0001-37;2024-12-31;2;140569;FERROVIA NORTE SUL S/A;320362;Capital Subscrito;2016-04-07;1826893291.99;à vista;1812155522;0;1812155522
09.257.877/0001-37;2024-12-31;2;140569;FERROVIA NORTE SUL S/A;320363;Capital Integralizado;2016-04-07;1826893291.99;;1812155522;0;1812155522
09.257.877/0001-37;2024-12-31;2;140569;FERROVIA NORTE SUL S/A;320364;Capital Subscrito;2016-01-25;1714127737.53;;1712476162;0;1712476162
09.257.877/0001-37;2024-12-31;2;140569;FERROVIA NORTE SUL S/A;320365;Capital Subscrito;2016-01-25;1714127737.53;;1712476162;0;1712476162
09.257.877/0001-37;2024-12-31;2;140569;FERROVIA NORTE SUL S/A;320366;Capital Autorizado;2007-12-14;2000000000.00;;1712476162;0;1712476162
09.267.996/0001-70;2024-12-31;2;139356;YUNY INCORPORADORA HOLDING S.A.;318723;Capital Subscrito;2024-05-17;72188.09;;72188009;0;72188009
09.267.996/0001-70;2024-12-31;2;139356;YUNY INCORPORADORA HOLDING S.A.;318724;Capital Emitido;2024-05-17;72188.09;;72188009;0;72188009
09.267.996/0001-70;2024-12-31;2;139356;YUNY INCORPORADORA HOLDING S.A.;318725;Capital Integralizado;2024-05-17;72188.09;;72188009;0;72188009
09.288.252/0001-32;2024-12-31;5;141714;ANIMA HOLDING S.A.;321993;Capital Integralizado;2021-02-18;2569624313.76;;403868805;0;403868805
09.288.252/0001-32;2024-12-31;5;141714;ANIMA HOLDING S.A.;321994;Capital Autorizado;2020-11-23;4000000000.00;;0;0;0
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;321029;Capital Subscrito;2024-08-12;130586743.49;;64106215;0;64106215
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;321030;Capital Integralizado;2024-08-12;130586743.49;;64106215;0;64106215
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;321031;Capital Emitido;2014-07-15;130586573.49;;64106215;0;64106215
09.295.063/0001-97;2024-12-31;4;141361;TECHNOS S.A.;321032;Capital Autorizado;2014-07-15;130586573.49;;131293785;0;131293785
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;321812;Capital Emitido;2024-05-10;2315627892.68;;928965058;335750796;1264715854
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;321813;Capital Subscrito;2024-05-10;2315627892.68;;928965058;335750796;1264715854
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;321814;Capital Autorizado;2023-04-28;0.00;;0;229872612;229872612
09.305.994/0001-29;2024-12-31;6;141662;AZUL S.A.;321815;Capital Integralizado;2024-05-10;2315627892.68;;928965058;335750796;1264715854
09.313.969/0001-97;2024-12-31;2;138297;AUTOPISTA LITORAL SUL;316057;Capital Emitido;2024-03-26;3893219738.79;12 meses;4158155555;0;4158155555
09.313.969/0001-97;2024-12-31;2;138297;AUTOPISTA LITORAL SUL;316058;Capital Subscrito;2024-03-26;3893219738.79;12 meses;4158155555;0;4158155555
09.313.969/0001-97;2024-12-31;2;138297;AUTOPISTA LITORAL SUL;316059;Capital Integralizado;2024-03-26;3471167738.79;12 meses;4158155555;0;4158155555
09.324.949/0001-11;2024-12-31;1;138856;AUTOPISTA FLUMINENSE SA;317434;Capital Subscrito;2019-05-06;1034789099.57;6 meses;658918293;0;658918293
09.324.949/0001-11;2024-12-31;1;138856;AUTOPISTA FLUMINENSE SA;317435;Capital Integralizado;2019-05-06;1034789099.57;;658918293;0;658918293
09.324.949/0001-11;2024-12-31;1;138856;AUTOPISTA FLUMINENSE SA;317436;Capital Autorizado;2019-05-06;1034789099.57;;658918293;0;658918293
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;315906;Capital Emitido;2019-07-19;1128034052.17;não aplicável;1721076003;0;1721076003
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;315907;Capital Subscrito;2019-07-19;1128034052.17;Não aplicável;1721076003;0;1721076003
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;315908;Capital Integralizado;2019-07-19;1083034052.00;;1631549626;0;1631549626
09.326.342/0001-70;2024-12-31;1;138554;AUTOPISTA FERNÃO DIAS SA;316673;Capital Emitido;2023-09-25;1733584583.33;;2962381424;0;2962381424
