CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Acionista;Tipo_Classe_Acao_Preferencial;Quantidade_Acoes;Percentual_Acoes
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;7522632;Preferencial Classe A;397661749;100.000000
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;7522632;Preferencial Classe B;630230497;100.000000
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;7522632;Preferencial Classe C;236406620;100.000000
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;7522638;Preferencial Classe A;397661749;100.000000
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;7522638;Preferencial Classe B;630230497;100.000000
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;7522638;Preferencial Classe C;236406620;100.000000
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;7522640;Preferencial Classe A;11150;0.900000
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;7522640;Preferencial Classe B;7977;0.491000
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;7522641;Preferencial Classe A;1239231;100.000000
06.272.793/0001-84;2024-12-31;9;142010;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;7522641;Preferencial Classe B;1625729;100.000000
07.040.108/0001-57;2024-12-31;3;139580;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;7457576;Preferencial Classe A;18169;100.000000
07.040.108/0001-57;2024-12-31;3;139580;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;7457576;Ordinária Classe A;287;100.000000
07.040.108/0001-57;2024-12-31;3;139580;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;7457577;Preferencial Classe A;18169;100.000000
07.040.108/0001-57;2024-12-31;3;139580;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;7457577;Ordinária Classe A;287;100.000000
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;7493893;Preferencial Classe A;3970308;14.053000
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;7493893;Preferencial Classe B;1533222;99.906000
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;7493897;Preferencial Classe A;10588006;37.476000
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;7493897;Preferencial Classe B;424;0.028000
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;7493913;Preferencial Classe A;749500;2.653000
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;7493917;Preferencial Classe A;2076000;7.348000
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;7493921;Preferencial Classe A;3262710;11.548000
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;7493925;Preferencial Classe A;2338678;8.278000
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;7493930;Preferencial Classe A;5267498;18.644000
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;7493930;Preferencial Classe B;1016;0.066000
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;7493931;Preferencial Classe A;28252700;100.000000
07.047.251/0001-70;2024-12-31;7;141507;CIA ENERGETICA DO CEARA - COELCE;7493931;Preferencial Classe B;1534662;100.000000
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;7402602;Ordinária Classe A;45;0.029000
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;7402603;Preferencial Classe A;66413;100.000000
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;7402607;Ordinária Classe A;79909;51.567000
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;7402608;Ordinária Classe A;75008;48.404000
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;7402611;Ordinária Classe A;154962;100.000000
07.253.321/0001-47;2024-12-31;1;138042;CARBOMIL SA MINER. E INDUSTRIA;7402611;Preferencial Classe A;66413;100.000000
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;7385891;Ordinária Classe A;258442;100.000000
07.275.159/0001-68;2024-12-31;1;137398;PETROLEO LUB DO NORDESTE SA;7385894;Ordinária Classe A;258442;100.000000
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;7449850;Ordinária Classe A;36102447;53.300000
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;7449850;Ordinária Classe B;71724017;100.000000
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;7449860;Ordinária Classe A;9072167;13.394000
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;7449874;Ordinária Classe A;1120260;1.654000
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;7449875;Ordinária Classe A;21440013;31.653000
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;7449876;Ordinária Classe A;67734887;100.000000
07.857.850/0001-50;2024-12-31;4;139390;GP INVESTMENTS, LTD.;7449876;Ordinária Classe B;71724017;100.000000
08.213.823/0001-07;2024-12-31;3;139430;AURA ALMAS MINERAÇÃO S.A.;7451293;Ordinária Classe A;1116961;100.000000
08.213.823/0001-07;2024-12-31;3;139430;AURA ALMAS MINERAÇÃO S.A.;7451349;Ordinária Classe A;1116961;100.000000
08.294.224/0001-65;2024-12-31;3;140566;JHSF PARTICIPACOES S.A.;7476151;Ordinária Classe A;1408026;100.000000
08.294.224/0001-65;2024-12-31;3;140566;JHSF PARTICIPACOES S.A.;7476153;Ordinária Classe A;1408026;100.000000
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;7520375;Preferencial Classe A;20432208;100.000000
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;7520375;Preferencial Classe B;17640703;100.000000
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;7520398;Preferencial Classe A;20432208;100.000000
08.324.196/0001-81;2024-12-31;6;141947;CIA ENERGETICA DO RIO GDE NORTE - COSERN;7520398;Preferencial Classe B;17640703;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397436;Ordinária Classe A;2;0.020000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397440;Ordinária Classe A;9942;99.980000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397441;Ordinária Classe A;8140;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397446;;102590;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397446;Preferencial Classe A;28607;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397446;Preferencial Classe B;14;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397446;Preferencial Classe C;73969;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397447;Ordinária Classe A;8140;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397447;;102590;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397447;Preferencial Classe A;28607;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397447;Preferencial Classe B;14;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397447;Preferencial Classe C;73969;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397449;Preferencial Classe A;28607;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397449;Preferencial Classe B;14;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397449;Preferencial Classe C;73969;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397450;Ordinária Classe A;9944;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397450;Preferencial Classe A;28607;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397450;Preferencial Classe B;14;100.000000
08.424.178/0001-71;2024-12-31;1;137890;TECBLU TECELAGEM BLUMENAU S.A.;7397450;Preferencial Classe C;73969;100.000000
08.574.411/0001-00;2024-12-31;2;139904;PRÁTICA PRODUTOS S.A.;7468947;Ordinária Classe O;3355031;100.000000
08.574.411/0001-00;2024-12-31;2;139904;PRÁTICA PRODUTOS S.A.;7468948;Ordinária Classe O;14595461;70.000000
08.574.411/0001-00;2024-12-31;2;139904;PRÁTICA PRODUTOS S.A.;7468949;Ordinária Classe O;6255198;30.000000
08.574.411/0001-00;2024-12-31;2;139904;PRÁTICA PRODUTOS S.A.;7468952;Ordinária Classe O;20850659;100.000000
08.574.411/0001-00;2024-12-31;2;139904;PRÁTICA PRODUTOS S.A.;7468955;Ordinária Classe O;3355031;100.000000
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;7418975;Ordinária Classe A;1;100.000000
08.773.191/0001-36;2024-12-31;1;138411;BRASILIANA PARTICIPAÇÕES S/A;7418981;Ordinária Classe A;1;100.000000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527541;Ordinária Classe A;11863923;8.173000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527545;Ordinária Classe A;14043013;9.674000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527546;Ordinária Classe A;14043013;100.000000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527547;Ordinária Classe A;0;0.000000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527548;Ordinária Classe A;0;0.000000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527549;Ordinária Classe A;14043013;100.000000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527550;Ordinária Classe A;4023851;2.772000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527551;Ordinária Classe A;4023851;100.000000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527554;Ordinária Classe A;4023851;100.000000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527555;Ordinária Classe A;35994296;24.795000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527556;Ordinária Classe A;4871074;3.356000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527557;Ordinária Classe A;4871074;100.000000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527560;Ordinária Classe A;4871074;100.000000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527561;Ordinária Classe A;33852174;23.320000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527562;Ordinária Classe A;0;0.000000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527563;Ordinária Classe A;40517014;27.911000
08.801.621/0001-86;2024-12-31;10;142152;SYN PROP & TECH S.A.;7527564;Ordinária Classe A;145165345;100.000000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443411;Ordinária Classe A;1595023722;100.000000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443412;Ordinária Classe A;31233684;8.642000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443416;Ordinária Classe A;3478856;0.963000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443417;Ordinária Classe A;61065576;16.896000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443421;Ordinária Classe A;21169408;5.857000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443425;Ordinária Classe A;36299128;10.043000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443426;Ordinária Classe A;9225394;2.553000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443444;Ordinária Classe A;18112906;5.012000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443448;Ordinária Classe A;61076274;16.899000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443450;Ordinária Classe A;119761840;33.136000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443451;Ordinária Classe A;361423066;100.000000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443452;Ordinária Classe A;0;0.000000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7443454;Ordinária Classe A;1595023722;100.000000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503073;Ordinária Classe A;1595023722;100.000000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503074;Ordinária Classe A;31233684;12.324000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503078;Ordinária Classe A;3478856;1.373000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503079;Ordinária Classe A;61065576;24.096000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503083;Ordinária Classe A;21622409;8.532000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503088;Ordinária Classe A;21169408;8.353000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503092;Ordinária Classe A;36299128;14.323000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503093;Ordinária Classe A;11769597;4.644000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503098;Ordinária Classe A;9225394;3.640000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503116;Ordinária Classe A;18112906;7.147000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503120;Ordinária Classe A;39453865;15.568000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503123;Ordinária Classe A;253430823;100.000000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503124;Ordinária Classe A;0;0.000000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7503126;Ordinária Classe A;1595023722;100.000000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7520564;Ordinária Classe A;0;0.000000
08.845.676/0001-98;2024-12-31;1;139140;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;7520566;Ordinária Classe A;0;100.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;7495882;Preferencial Classe C;1;100.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;7495882;Preferencial Classe D;1;100.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;7495882;Ordinária Classe A;2708534;66.233000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;7495887;Ordinária Classe A;1380846;33.767000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;7495900;Preferencial Classe A;311344;100.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;7495900;Preferencial Classe B;6532211;100.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;7495906;Preferencial Classe C;1;100.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;7495906;Preferencial Classe D;1;100.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;7495906;Ordinária Classe A;4089380;100.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;7495906;Preferencial Classe A;311344;100.000000
08.935.054/0001-50;2024-12-31;2;141534;MULTINER S/A;7495906;Preferencial Classe B;6532211;100.000000
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;7429237;Ordinária Classe B;428071225;100.000000
09.074.183/0001-64;2024-12-31;1;138781;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;7429243;Ordinária Classe B;428071225;100.000000
09.257.877/0001-37;2024-12-31;2;140569;FERROVIA NORTE SUL S/A;7476311;Preferencial Classe E;12;100.000000
09.257.877/0001-37;2024-12-31;2;140569;FERROVIA NORTE SUL S/A;7476321;Preferencial Classe E;12;100.000000
09.313.969/0001-97;2024-12-31;2;138297;AUTOPISTA LITORAL SUL;7414455;Ordinária Classe A;1367040;100.000000
09.313.969/0001-97;2024-12-31;2;138297;AUTOPISTA LITORAL SUL;7414469;Ordinária Classe A;1367040;100.000000
09.313.969/0001-97;2024-12-31;2;138297;AUTOPISTA LITORAL SUL;7414483;Ordinária Classe A;608913922;100.000000
09.313.969/0001-97;2024-12-31;2;138297;AUTOPISTA LITORAL SUL;7414497;Ordinária Classe A;608913922;100.000000
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;7410095;Ordinária Classe A;1367040;100.000000
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;7410109;Ordinária Classe A;1367040;100.000000
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;7410111;Ordinária Classe A;608913922;100.000000
09.325.109/0001-73;2024-12-31;1;138210;AUTOPISTA PLANALTO SUL SA;7410125;Ordinária Classe A;608913922;100.000000
09.326.342/0001-70;2024-12-31;1;138554;AUTOPISTA FERNÃO DIAS SA;7422634;Ordinária Classe A;1367040;100.000000
09.326.342/0001-70;2024-12-31;1;138554;AUTOPISTA FERNÃO DIAS SA;7422648;Ordinária Classe A;1367040;100.000000
09.326.342/0001-70;2024-12-31;1;138554;AUTOPISTA FERNÃO DIAS SA;7422662;Ordinária Classe A;608913922;100.000000
09.326.342/0001-70;2024-12-31;1;138554;AUTOPISTA FERNÃO DIAS SA;7422676;Ordinária Classe A;608913922;100.000000
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;7414400;Ordinária Classe A;1367040;100.000000
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;7414414;Ordinária Classe A;1367040;100.000000
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;7414428;Ordinária Classe A;608913922;100.000000
09.336.431/0001-06;2024-12-31;2;138295;AUTOPISTA REGIS BITTENCOURT SA;7414442;Ordinária Classe A;608913922;100.000000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455661;Preferencial Classe B;2129640;0.761000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455669;Preferencial Classe B;18262671;6.524000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455673;Preferencial Classe B;18691102;6.677000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455677;Preferencial Classe B;1251716;0.447000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455681;Preferencial Classe B;204959;0.073000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455693;Preferencial Classe B;21198342;7.572000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455697;Preferencial Classe B;7908453;2.825000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455701;Preferencial Classe B;59300;0.021000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455705;Preferencial Classe B;29772076;10.635000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455709;Preferencial Classe B;493;0.000000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455709;Preferencial Classe C;1;100.000000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455713;Preferencial Classe A;2000;1.361000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455713;Preferencial Classe B;360000;0.129000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455717;Preferencial Classe A;55585;37.834000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455718;Preferencial Classe A;4361;2.968000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455718;Preferencial Classe B;6837800;2.443000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455719;Preferencial Classe A;84974;57.837000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455719;Preferencial Classe B;173264841;61.893000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455720;Preferencial Classe B;279941393;100.000000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455720;Preferencial Classe C;1;100.000000
09.391.823/0001-60;2024-12-31;2;139506;SANTO ANTONIO ENERGIA S.A.;7455720;Preferencial Classe A;146920;100.000000
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;7417035;Ordinária Classe A;860523002;51.000000
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;7417055;Ordinária Classe A;826776995;49.000000
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;7417056;Ordinária Classe A;1197;100.000000
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;7417057;Ordinária Classe A;1;100.000000
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;7417058;Ordinária Classe A;1;100.000000
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;7417064;Ordinária Classe A;1;100.000000
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;7417067;Ordinária Classe A;1;100.000000
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;7417070;Ordinária Classe A;1197;100.000000
09.625.321/0001-56;2024-12-31;1;138379;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;7417073;Ordinária Classe A;1687299997;100.000000
10.324.624/0001-18;2024-12-31;2;138909;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;7433935;Ordinária Classe A;0;0.000000
10.324.624/0001-18;2024-12-31;2;138909;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;7433936;Ordinária Classe A;0;0.000000
10.324.624/0001-18;2024-12-31;2;138909;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;7433937;Ordinária Classe A;0;100.000000
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;7416470;Ordinária Classe A;696801900;100.000000
10.452.416/0001-02;2024-12-31;1;138354;REAG INVESTIMENTOS S.A.;7416478;Ordinária Classe A;696801900;100.000000
10.678.505/0001-63;2024-12-31;2;141730;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;7506410;Ordinária Classe A;1;100.000000
10.678.505/0001-63;2024-12-31;2;141730;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;7506416;Ordinária Classe A;1;100.000000
10.835.932/0001-08;2024-12-31;1;137848;CIA ENERGETICA DE PERNAMBUCO - CELPE;7396087;Preferencial Classe A;7085257;100.000000
10.835.932/0001-08;2024-12-31;1;137848;CIA ENERGETICA DE PERNAMBUCO - CELPE;7396087;Preferencial Classe B;562531;100.000000
10.835.932/0001-08;2024-12-31;1;137848;CIA ENERGETICA DE PERNAMBUCO - CELPE;7396109;Preferencial Classe A;7085257;100.000000
10.835.932/0001-08;2024-12-31;1;137848;CIA ENERGETICA DE PERNAMBUCO - CELPE;7396109;Preferencial Classe B;562531;100.000000
11.274.829/0001-07;2024-12-31;3;138180;COMPANHIA PAULISTA DE SECURITIZAÇÃO;7408175;Ordinária Classe A;835;0.029000
11.274.829/0001-07;2024-12-31;3;138180;COMPANHIA PAULISTA DE SECURITIZAÇÃO;7408179;Ordinária Classe A;2830121;99.971000
11.274.829/0001-07;2024-12-31;3;138180;COMPANHIA PAULISTA DE SECURITIZAÇÃO;7408185;Ordinária Classe A;2830956;100.000000
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;7520804;Ordinária Classe A;6761149;100.000000
12.420.164/0001-57;2024-12-31;6;141967;CM HOSPITALAR S.A;7520896;Ordinária Classe A;6761149;100.000000
13.444.994/0001-87;2024-12-31;2;139037;MLOG S.A.;7439014;;0;0.000000
13.444.994/0001-87;2024-12-31;2;139037;MLOG S.A.;7439037;;0;100.000000
13.783.221/0004-78;2024-12-31;2;139757;MADERO INDÚSTRIA E COMÉRCIO S.A.;7463762;Ordinária Classe A;11482150;3.647000
