CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Bonus_Valor_Minimo;Bonus_Valor_Maximo;Bonus_Valor_Metas_Atingidas;Bonus_Valor_Efetivo;Participacao_Valor_Minimo;Participacao_Valor_Maximo;Participacao_Valor_Metas_Atingidas;Participacao_Valor_Efetivo
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;841460.39;1402433.99;1402433.99;1121947.19;0.00;0.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2023-01-01;2023-12-31;Conselho Fiscal;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;818845.31;1091793.74;1091793.74;1091793.74;0.00;0.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2022-01-01;2022-12-31;Conselho Fiscal;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2021-01-01;2021-12-31;Diretoria Estatutária;3.33;3.33;818845.31;1091793.74;1091793.74;1091793.74;0.00;0.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2021-01-01;2021-12-31;Conselho Fiscal;3.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2024-01-01;2024-12-31;Conselho Fiscal;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.758.318/0001-24;2024-12-31;3;139526;INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;1840534.92;3067558.20;3067558.20;2454046.56;0.00;0.00;0.00;0.00
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.33;4.33;1061631.08;2443373.12;2443373.12;1934964.41;0.00;0.00;0.00;0.00
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.92;6.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.92;4.92;0.00;1225319.50;0.00;3994737.00;1551837.38;4396872.57;2586395.63;0.00
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;4.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.00;1225319.00;0.00;1225319.00;1029376.24;2058752.47;2357573.87;2357573.87
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.802.115/0001-98;2024-12-31;3;141996;CLEAR SALE S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;1601631.08;3831701.71;6214382.12;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;1.00;0.00;0.00;0.00;3000000.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;2024-01-01;2024-12-31;Conselho Fiscal;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;1.00;0.00;2751120.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;2023-01-01;2023-12-31;Conselho Fiscal;10.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;1.00;0.00;0.00;0.00;4069050.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;2022-01-01;2022-12-31;Conselho Fiscal;8.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.08;1.00;0.00;0.00;0.00;3230775.00;0.00;0.00;0.00;0.00
03.847.461/0001-92;2024-12-31;5;141860;BRADESPAR S.A.;2021-01-01;2021-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;18120241.59;51772118.84;25886059.42;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;17210432.13;49172663.24;24586331.62;20005122.75
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;26491825.51;75690930.00;37845465.00;20408491.38
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;19048677.94;54424794.12;27212397.06;0.00
03.853.896/0001-40;2024-12-31;6;142136;MARFRIG GLOBAL FOODS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Diretoria Estatutária;2.00;2.00;0.00;1250000.00;1250000.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2024-01-01;2024-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;1250000.00;1250000.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0.00;625000.00;625000.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;5.17;5.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.032.433/0001-80;2024-12-31;2;139747;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho Fiscal;6.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.33;0.00;0.00;637612.35;200000.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.25;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.065.053/0001-41;2024-12-31;2;140256;BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.00;510000.00;0.00;510000.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;2024-01-01;2024-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;2.67;2.67;765254.81;2295764.42;1530509.61;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;2.50;597517.22;1792551.65;1195034.43;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.91;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;610509.24;2442036.96;1221018.48;621728.27;0.00;0.00;0.00;0.00
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.069.709/0001-02;2024-12-31;2;139006;BIONEXO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.91;2.91;363642.00;1258406.03;767070.45;1258406.03;0.00;0.00;0.00;0.00
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2024-01-01;2024-12-31;Conselho de Administração;13.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;3671215.68;9178039.20;6118692.80;0.00
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2024-01-01;2024-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho de Administração;12.75;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.00;0.00;0.00;0.00;2402212.20;12011061.00;8007374.00;5673920.63
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.33;3.33;0.00;0.00;0.00;0.00;219025.50;1095127.50;730085.00;982782.00
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.92;2.92;1486458.82;1486458.82;1486458.82;1486458.82;815760.39;4078801.95;2719201.30;1688288.50
04.149.454/0001-80;2024-12-31;2;139025;ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;1.00;0.00;0.00;0.00;0.00;360.00;383017.95;340460.40;0.00
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;2024-01-01;2024-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;1.00;0.00;0.00;0.00;0.00;0.00;437733.00;354367.88;351626.48
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.212.396/0001-91;2024-12-31;4;141992;AGASUS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2024-01-01;2024-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2024-01-01;2024-12-31;Diretoria Estatutária;3.00;3.00;0.00;1348203.76;898802.51;0.00;0.00;12133833.90;8089222.60;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2024-01-01;2024-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;909450.00;606300.00;291532.73;0.00;8185050.00;5456700.00;8855749.82
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.00;1030725.00;687150.00;861187.85;0.00;9276525.00;6184350.00;10240561.75
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.423.567/0001-21;2024-12-31;6;142149;ENEVA S.A;2021-01-01;2021-12-31;Diretoria Estatutária;3.75;3.75;0.00;846000.00;564000.00;650318.08;0.00;7614000.00;5076000.00;6487135.56
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.42;6.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.08;4.08;0.00;222178.00;0.00;0.00;0.00;0.00;0.00;0.00
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.50;4.50;0.00;541440.00;541440.00;0.00;0.00;0.00;0.00;0.00
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.50;3.50;0.00;0.00;0.00;0.00;0.00;2563714.75;2563714.75;0.00
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;2024-01-01;2024-12-31;Conselho de Administração;9.00;9.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.752.991/0001-10;2024-12-31;2;139288;BIOMM S.A.;2024-01-01;2024-12-31;Diretoria Estatutária;4.00;4.00;0.00;125000.00;125000.00;0.00;0.00;2345492.00;2345492.00;0.00
04.821.041/0001-08;2024-12-31;2;139576;METALFRIO SOLUTIONS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.58;5.58;0.00;1000000.00;500000.00;0.00;0.00;0.00;0.00;0.00
04.821.041/0001-08;2024-12-31;2;139576;METALFRIO SOLUTIONS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;0.00;3000000.00;1500000.00;0.00;0.00;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;6.00;0.00;5751000.00;5751000.00;0.00;0.00;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.75;7.75;0.00;5657330.00;5135550.00;0.00;0.00;0.00;0.00;0.00
04.895.728/0001-80;2024-12-31;4;141930;EQUATORIAL PARÁ DISTRIBUIDORA DE ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
